POINTID,SOC_Stock_Mg_ha,band1,band2,band3,band4,band5,band6,band7,band8,band9,band10,band11,band12,band13,band14,band15,band16,band17,band18,band19,band20,band21,band22,band23,band24,band25,band26,band27,band28,band29,band30,band31,band32,band33,band34,band35,band36,band37,band38,band39,band40,band41,band42,band43,band44,band45,band46,band47,band48,band49,band50,band51,band52,band53,band54,band55,band56,band57,band58,band59,band60,band61,band62,band63,band64,band65,band66,band67,band68,band69,band70,band71,band72,band73,band74,band75,band76,band77,band78,band79,band80,band81,band82,band83,band84,band85,band86,band87,band88,band89,band90,band91,band92,band93,band94,band95,band96,band97,band98,band99,band100,band101,band102,band103,band104,band105,band106,band107,band108,band109,band110,band111,band112,band113,band114,band115,band116,band117,band118,band119,band120,band121,band122,band123,band124,band125,band126,band127,band128,band129,band130,band131,band132,band133,band134,band135,band136,band137,band138,band139,band140,band141,band142,band143,band144,band145,band146,band147,band148,band149,band150,band151,band152,band153,band154,band155,band156,band157,band158,band159,band160,band161,band162,band163,band164,band165,band166,band167,band168,band169,band170,band171,band172,band173,band174,band175,band176,band177,band178,band179,band180,band181,band182,band183,band184,band185,band186,band187,band188,band189,band190,band191,band192,band193,band194,band195,band196,band197,band198,band199,band200,band201,band202,band203,band204,band205,band206,band207,band208,band209,band210,band211,band212,band213,band214,band215,band216,band217,band218,band219,band220,band221,band222,band223,band224,band225,band226,band227,band228,band229,band230,band231,band232,band233,band234
42022524,0.059644097,0.14774,0.13718,0.13495,0.13117,0.13107,0.12824,0.12732,0.11971,0.12052,0.12345,0.12059,0.12352,0.11913,0.12146,0.11843,0.11571,0.12154,0.12663,0.13628,0.13057,0.12641,0.12538,0.12398,0.12296,0.11852,0.12015,0.11894,0.11817,0.11995,0.11852,0.11736,0.11484,0.11597,0.11577,0.11785,0.12828,0.14046,0.16298,0.19619,0.2213,0.25228,0.27692,0.27657,0.29938,0.28348,0.28927,0.30149,0.28817,0.2968,0.30222,0.3035,0.30387,0.30202,0.31261,0.31818,0.30529,0.29728,0.33657,0.32175,0.28519,0.25936,0.25808,0.2809,0.22348,0.25624,0.2508,0.29279,0.30709,0.30806,0.31229,0.31412,0.31701,0.32096,0.3252,0.33118,0.33768,0.33802,0.33619,0.3384,0.33584,0.3349,0.2611,0.2871,0.29157,0.26191,0.29165,0.28945,0.30333,0.31205,0.30626,0.30993,0.31196,0.31402,0.32738,0.34534,0.34726,0.32857,0.31435,0.29699,0.29583,0.27871,0.30106,0.22849,0.00278,0.00136,0.00162,0.00111,0.00203,0.00346,0.00848,0.00943,0.01761,0.20322,0.16715,0.15898,0.16619,0.16739,0.17403,0.18164,0.18412,0.18575,0.19037,0.19648,0.20159,0.2099,0.21324,0.2125,0.21686,0.21869,0.21871,0.22089,0.22144,0.22237,0.22345,0.22193,0.22228,0.21805,0.21799,0.21598,0.21483,0.20603,0.21016,0.20774,0.20993,0.21837,0.24535,0.0282,0.01256,0.00763,0.00562,0.0049,0.00545,0.00243,0.0036,0.00212,0.00304,0.0029,0.00446,0.00357,0.00357,0.00478,0.0074,0.00931,0.13646,0.11653,0.10625,0.11429,0.1393,0.11325,0.14133,0.1111,0.13254,0.13732,0.14115,0.13324,0.15155,0.13854,0.14928,0.14507,0.14234,0.14228,0.1435,0.14372,0.1464,0.14586,0.14768,0.14215,0.14855,0.15467,0.15177,0.15599,0.1628,0.15865,0.16428,0.16292,0.15871,0.15868,0.15718,0.1564,0.15271,0.15232,0.15822,0.14386,0.1575,0.1499,0.14475,0.14084,0.12634,0.11679,0.13339,0.13519,0.13272,0.11069,0.08847,0.08948,0.06964,0.07033,0.07193,0.06804,0.07304,0.05986,0.04146,0.04416,0.05861,0.04671,0.05165,0.02483,0.03153,0.03577,0.03191,0.00818,0.00275,0.01268,8e-05
42102376,0.065488633,0.03053,0.02565,0.0246,0.01439,0.01869,0.02061,0.01553,0.01128,0.00609,0.00783,0.00764,0.00682,0.00578,0.0071,0.00764,0.01108,0.01793,0.02622,0.03055,0.03444,0.03388,0.02951,0.02588,0.02313,0.01981,0.01944,0.01904,0.01746,0.01805,0.01686,0.01588,0.01358,0.01294,0.01292,0.01759,0.03146,0.06514,0.10474,0.15621,0.20826,0.24642,0.27283,0.27033,0.30179,0.286,0.28801,0.29821,0.28989,0.29809,0.30927,0.30829,0.30565,0.30631,0.31669,0.32111,0.30956,0.30457,0.3312,0.31501,0.30074,0.2865,0.28054,0.28843,0.27544,0.28672,0.28815,0.31543,0.32111,0.31841,0.31724,0.31954,0.32305,0.32926,0.33426,0.33922,0.34662,0.35157,0.3496,0.35251,0.3528,0.34763,0.29154,0.3301,0.30286,0.28968,0.29009,0.27802,0.28612,0.29334,0.29198,0.29014,0.29319,0.29589,0.30973,0.32978,0.33481,0.31334,0.29891,0.28244,0.27405,0.25576,0.26506,0.24999,0.0121,0.01025,0.01022,0.01032,0.01041,0.01074,0.01314,0.01346,0.01567,0.10016,0.08843,0.07834,0.0809,0.08342,0.09154,0.09941,0.10249,0.10729,0.1145,0.12032,0.12723,0.1331,0.13814,0.1422,0.14374,0.14733,0.1478,0.15004,0.152,0.15369,0.1536,0.15105,0.14952,0.14667,0.14478,0.1436,0.14067,0.13695,0.13516,0.13033,0.127,0.13246,0.14118,0.02274,0.01558,0.01276,0.01238,0.01303,0.01164,0.01067,0.01135,0.01126,0.01021,0.00957,0.00964,0.00928,0.00961,0.00894,0.00842,0.01053,0.07655,0.03595,0.03261,0.03572,0.04413,0.04344,0.05272,0.04315,0.0415,0.04738,0.05051,0.05309,0.05689,0.05252,0.05631,0.05687,0.05727,0.05615,0.05788,0.05916,0.06119,0.06183,0.06183,0.06383,0.06545,0.06835,0.06766,0.06966,0.07416,0.07356,0.07587,0.0751,0.07466,0.07602,0.07289,0.07349,0.07089,0.06897,0.06564,0.06546,0.06419,0.06043,0.05724,0.06062,0.05321,0.04831,0.05205,0.05127,0.0531,0.04079,0.03607,0.03804,0.03127,0.03029,0.02884,0.03314,0.02902,0.02483,0.01421,0.01552,0.02269,0.01781,0.0174,0.01221,0.00919,0.00981,0.00754,0.00317,0.00139,0.00017,2e-05
42102502,0.040827266,0.02306,0.02133,0.02144,0.01566,0.02025,0.01773,0.01781,0.0126,0.00945,0.01152,0.01019,0.01193,0.00821,0.01219,0.01376,0.01816,0.02489,0.0338,0.04022,0.04228,0.04013,0.03844,0.03445,0.03278,0.02882,0.03,0.03163,0.02945,0.02913,0.02968,0.028,0.0253,0.02576,0.02533,0.02792,0.04254,0.06781,0.11347,0.16423,0.21479,0.26908,0.31791,0.3171,0.35151,0.33906,0.35051,0.37568,0.35908,0.36052,0.36425,0.37133,0.3723,0.37324,0.39174,0.41465,0.40337,0.38402,0.45217,0.46091,0.38021,0.31638,0.30832,0.34452,0.29625,0.31484,0.29738,0.36289,0.38167,0.37696,0.38679,0.39344,0.39965,0.4074,0.41328,0.4201,0.42896,0.43119,0.43101,0.43799,0.44735,0.44916,0.39188,0.39675,0.35612,0.29763,0.33402,0.34882,0.37121,0.3785,0.37115,0.37606,0.37618,0.37498,0.40005,0.42248,0.42893,0.40705,0.38767,0.37273,0.36809,0.35138,0.36196,0.40082,0.00276,0.00081,0.00012,0.00034,2e-05,0.00023,0.00066,0.0009,0.00351,0.09541,0.06116,0.07509,0.097,0.11261,0.13019,0.14479,0.15103,0.15869,0.16645,0.17494,0.18276,0.19371,0.19869,0.20458,0.21059,0.21212,0.21621,0.21915,0.22126,0.21987,0.22083,0.21808,0.21386,0.2094,0.20784,0.20371,0.19875,0.18947,0.19045,0.18445,0.18073,0.1847,0.19704,0.0117,0.00421,0.00339,0.00319,0.00266,0.00252,0.00282,0.00134,0.00166,0.00168,0.00185,0.00197,0.00076,0.00169,0.00165,0.00198,0.0025,0.04366,0.03742,0.04967,0.04939,0.06201,0.05716,0.04842,0.04848,0.06561,0.0717,0.07182,0.06969,0.08087,0.07192,0.07665,0.07869,0.07982,0.0789,0.08106,0.08212,0.08345,0.08391,0.0875,0.08814,0.08688,0.08989,0.09291,0.09558,0.09967,0.09831,0.1019,0.10303,0.10166,0.09982,0.10141,0.09969,0.0947,0.09566,0.08991,0.0845,0.08315,0.08025,0.07784,0.07646,0.06723,0.06423,0.071,0.0679,0.06566,0.05576,0.03886,0.0345,0.02983,0.02876,0.02506,0.02309,0.02766,0.02643,0.01221,0.00882,0.01175,0.01117,0.01039,0.00444,0.00146,0.00096,0.00053,,,,
42142406,0.031017894,0.03893,0.03671,0.03299,0.03017,0.03345,0.03127,0.03355,0.036,0.03352,0.03653,0.03583,0.04477,0.03987,0.04463,0.04523,0.05263,0.06072,0.06947,0.07671,0.08017,0.08125,0.08209,0.0807,0.08054,0.07968,0.08341,0.08574,0.08713,0.09007,0.09276,0.09221,0.09198,0.09316,0.09389,0.09883,0.11792,0.14412,0.17961,0.21897,0.24634,0.27005,0.29085,0.29447,0.31818,0.30648,0.31853,0.33553,0.32448,0.33722,0.34293,0.34366,0.3458,0.34621,0.361,0.37125,0.36464,0.3575,0.40456,0.38386,0.34595,0.32183,0.3223,0.34841,0.2907,0.32494,0.3155,0.36661,0.3776,0.37511,0.37967,0.38323,0.38709,0.39298,0.39841,0.40734,0.41491,0.41706,0.41688,0.42211,0.43014,0.43024,0.3442,0.3664,0.37063,0.33883,0.37673,0.37862,0.39994,0.40752,0.40117,0.40581,0.40754,0.41013,0.42792,0.44927,0.4566,0.43525,0.41727,0.40493,0.40398,0.38633,0.40145,0.35309,0.00232,0.0002,0.00017,2e-05,0.00049,0.00131,0.0038,0.00569,0.01387,0.17281,0.13639,0.15172,0.18872,0.20748,0.22483,0.2379,0.24303,0.2461,0.25429,0.26096,0.26787,0.2789,0.28432,0.28891,0.2941,0.29697,0.30092,0.30327,0.30408,0.30559,0.3066,0.30419,0.29952,0.29763,0.2965,0.29334,0.2911,0.27918,0.28084,0.27855,0.2706,0.26789,0.2755,0.02812,0.00952,0.00487,0.00285,0.00229,0.00256,0.00206,0.00211,0.00235,0.00307,0.00435,0.00299,0.00496,0.00287,0.00191,0.00267,0.00836,0.08173,0.10669,0.13068,0.14206,0.16841,0.14885,0.12032,0.10648,0.15435,0.1722,0.17664,0.15706,0.17166,0.16033,0.16217,0.16204,0.16022,0.15872,0.15659,0.15946,0.16091,0.16428,0.16826,0.16866,0.16843,0.17305,0.17314,0.17606,0.19544,0.18569,0.19551,0.19376,0.1946,0.18384,0.18352,0.18233,0.1702,0.16902,0.16057,0.15999,0.15932,0.15483,0.14882,0.1435,0.12674,0.11989,0.13468,0.13933,0.13495,0.13628,0.09174,0.08774,0.06996,0.06746,0.06664,0.05965,0.07489,0.0557,0.04578,0.0394,0.05075,0.04576,0.03735,0.02121,0.02405,0.03162,0.0175,0.01868,0.00566,0.00011,2e-05
42142406,0.031017894,0.0332,0.02988,0.03082,0.0267,0.03072,0.03174,0.03226,0.02824,0.02773,0.03268,0.03229,0.03555,0.03471,0.03998,0.03963,0.04488,0.05303,0.06372,0.06967,0.07375,0.07604,0.07634,0.07651,0.07694,0.07501,0.07916,0.08177,0.08365,0.0864,0.08905,0.09062,0.08844,0.09097,0.09233,0.09799,0.11638,0.13886,0.17955,0.22303,0.25006,0.28515,0.31237,0.32114,0.34612,0.33033,0.34087,0.36339,0.35201,0.3646,0.36585,0.36782,0.37029,0.37028,0.38903,0.40357,0.39843,0.38656,0.44933,0.45328,0.42031,0.35401,0.3436,0.36524,0.33184,0.34679,0.32729,0.39695,0.40114,0.4018,0.41047,0.41408,0.41772,0.42155,0.42991,0.43722,0.44436,0.44703,0.44579,0.45632,0.46528,0.47512,0.37649,0.42188,0.41332,0.34797,0.39728,0.39985,0.41683,0.42519,0.41532,0.41698,0.41794,0.42181,0.43989,0.46432,0.46892,0.44469,0.4267,0.41476,0.41834,0.40876,0.43217,0.35247,0.00089,3e-05,2e-05,2e-05,0.00023,2e-05,0.00095,0.00266,0.00723,0.19144,0.14823,0.14136,0.17792,0.19808,0.21781,0.23125,0.23558,0.23949,0.24573,0.25341,0.25942,0.2674,0.27446,0.28028,0.28377,0.28679,0.29093,0.29209,0.29377,0.29305,0.29358,0.28957,0.28272,0.28051,0.27988,0.27373,0.27309,0.26168,0.26403,0.25724,0.2546,0.25995,0.28441,0.0145,0.00572,0.00356,0.00363,0.0007,0.0033,0.00073,0.00122,0.00121,0.00301,0.00194,0.00116,0.00058,0.00375,0.00095,0.00175,0.00374,0.08544,0.11373,0.12642,0.14385,0.17241,0.14788,0.11575,0.10919,0.14238,0.1557,0.16396,0.15218,0.16097,0.14543,0.15094,0.15134,0.14592,0.14179,0.14789,0.14571,0.14627,0.14998,0.15735,0.15686,0.15296,0.15895,0.16158,0.15749,0.16388,0.16086,0.16855,0.17177,0.16742,0.16509,0.17061,0.15807,0.15215,0.15155,0.14261,0.14017,0.14081,0.14266,0.13376,0.12782,0.11487,0.10506,0.11278,0.11846,0.11518,0.10228,0.07039,0.07073,0.054,0.05011,0.04527,0.04425,0.05501,0.0389,0.02827,0.02496,0.04324,0.03281,0.0294,0.00783,0.01125,0.01111,0.00375,0.00427,0.00012,2e-05,2e-05
42182410,0.034450819,0.0332,0.02884,0.02718,0.02647,0.02812,0.02873,0.03134,0.02885,0.02501,0.03087,0.03168,0.03478,0.03091,0.03851,0.03929,0.043,0.04935,0.05777,0.06111,0.06502,0.06645,0.06596,0.06578,0.06709,0.06831,0.07141,0.07274,0.07425,0.07823,0.08066,0.08125,0.08331,0.08669,0.08884,0.09191,0.10481,0.11868,0.14372,0.18148,0.2204,0.2594,0.29244,0.30039,0.32483,0.31295,0.32317,0.3397,0.33016,0.33745,0.34327,0.34566,0.34839,0.34714,0.36152,0.37098,0.36347,0.35573,0.40055,0.38604,0.34047,0.32131,0.31746,0.33869,0.28264,0.31962,0.30846,0.35888,0.36663,0.36469,0.36707,0.36814,0.37414,0.37887,0.38396,0.39092,0.4006,0.40232,0.39953,0.40702,0.41297,0.41599,0.31916,0.34795,0.3512,0.31833,0.35245,0.3528,0.36849,0.37307,0.36486,0.36834,0.37018,0.37459,0.38946,0.41141,0.41584,0.3969,0.38039,0.36962,0.36876,0.35305,0.36106,0.28951,0.00209,0.00034,9e-05,8e-05,6e-05,0.00082,0.00473,0.0063,0.01428,0.15955,0.13056,0.1433,0.16915,0.18755,0.20079,0.21189,0.21375,0.22049,0.2248,0.23243,0.23717,0.24591,0.25151,0.25644,0.26122,0.26476,0.26706,0.27018,0.27265,0.27315,0.27251,0.26835,0.26392,0.26345,0.25922,0.25641,0.25563,0.24785,0.24891,0.24631,0.23594,0.23764,0.23638,0.0278,0.00963,0.0056,0.00389,0.00703,0.00443,0.00293,0.00069,0.00446,0.00255,0.00238,0.00182,0.00424,0.00243,0.00212,0.00499,0.00844,0.09342,0.1129,0.12674,0.14125,0.16158,0.14394,0.1237,0.11617,0.14583,0.15961,0.16161,0.14141,0.15109,0.1357,0.14267,0.14591,0.13478,0.13698,0.1373,0.13684,0.13803,0.14055,0.14337,0.14479,0.14784,0.15319,0.1489,0.15593,0.16129,0.16413,0.16133,0.16539,0.16521,0.16429,0.15747,0.15836,0.14847,0.14055,0.13988,0.13361,0.1333,0.13387,0.12966,0.12889,0.11192,0.10391,0.11402,0.11868,0.11481,0.09972,0.08016,0.08434,0.06287,0.06062,0.06331,0.06383,0.06096,0.05283,0.045,0.04085,0.04869,0.04271,0.04024,0.02716,0.02321,0.03,0.01492,0.00943,0.00171,2e-05,2e-05
42182410,0.034450819,0.02467,0.02228,0.01924,0.01483,0.02322,0.02329,0.02194,0.02022,0.01917,0.02432,0.02344,0.0295,0.02838,0.03238,0.03238,0.03664,0.04015,0.04627,0.05156,0.05573,0.05722,0.05898,0.06227,0.06734,0.06809,0.07294,0.07813,0.08147,0.08756,0.09139,0.09564,0.09784,0.1042,0.10829,0.11563,0.12802,0.13561,0.15061,0.16393,0.17099,0.18408,0.19878,0.20378,0.22348,0.21257,0.2221,0.23752,0.22878,0.24295,0.24945,0.25266,0.25692,0.26021,0.2741,0.28301,0.27799,0.27318,0.31597,0.30616,0.30024,0.27233,0.26404,0.27846,0.21714,0.24047,0.24544,0.29694,0.3028,0.30335,0.31022,0.3129,0.31485,0.32157,0.32665,0.33245,0.33855,0.34206,0.34311,0.35174,0.35593,0.3561,0.26801,0.3052,0.30695,0.28089,0.32027,0.32033,0.33376,0.34125,0.33356,0.33474,0.33616,0.34302,0.3592,0.38286,0.3897,0.36945,0.35772,0.34855,0.35422,0.33843,0.35724,0.25434,0.00116,0.00012,2e-05,0.00011,0.00026,5e-05,0.00137,0.00352,0.00827,0.19837,0.15857,0.15366,0.18709,0.2058,0.2235,0.23305,0.23296,0.23378,0.23868,0.24253,0.24593,0.25429,0.25867,0.26169,0.26709,0.26894,0.27279,0.2737,0.27478,0.27556,0.27565,0.26885,0.26294,0.26015,0.25962,0.25486,0.25182,0.2471,0.25049,0.24292,0.23943,0.25068,0.24913,0.0144,0.00487,0.00354,0.00194,0.00217,0.00417,0.00362,0.00204,0.00304,0.00342,0.00282,0.00255,0.00185,0.00293,0.00218,0.00346,0.00615,0.10846,0.13053,0.14514,0.16477,0.19657,0.14598,0.14865,0.13985,0.166,0.17984,0.18018,0.16362,0.16347,0.14755,0.15386,0.14868,0.14464,0.1418,0.14386,0.14043,0.1407,0.14644,0.15149,0.14827,0.14658,0.15758,0.15494,0.15927,0.16629,0.16112,0.16834,0.17069,0.16362,0.16449,0.15938,0.15294,0.14482,0.14482,0.13837,0.12815,0.13487,0.13158,0.12395,0.1234,0.1129,0.10214,0.11235,0.11868,0.11507,0.10312,0.06804,0.07041,0.05512,0.04968,0.04691,0.05335,0.0582,0.04251,0.02737,0.03001,0.04074,0.02296,0.03154,0.01372,0.0191,0.02055,0.00845,0.00974,0.00119,0.00081,2e-05
42182424,0.028702178,0.04747,0.03134,0.03273,0.02889,0.03597,0.02951,0.03314,0.03372,0.0321,0.03423,0.03336,0.04138,0.03812,0.04042,0.04279,0.05025,0.05727,0.06754,0.07443,0.0772,0.07823,0.07761,0.07758,0.07591,0.07486,0.07845,0.08028,0.08103,0.08205,0.08371,0.08574,0.08261,0.08315,0.08469,0.08888,0.1043,0.1245,0.16271,0.20827,0.24236,0.27662,0.30547,0.31127,0.33167,0.32204,0.3317,0.34827,0.33713,0.34662,0.35155,0.35209,0.35372,0.35358,0.36828,0.37852,0.3715,0.36341,0.40967,0.39661,0.34453,0.31595,0.31925,0.34389,0.28379,0.31337,0.30942,0.35521,0.36616,0.36303,0.36727,0.37023,0.37417,0.38007,0.38851,0.3957,0.40331,0.40584,0.40481,0.41089,0.41698,0.41587,0.33727,0.3447,0.3503,0.31495,0.35135,0.35827,0.37568,0.38387,0.37864,0.38239,0.38418,0.38717,0.40287,0.42312,0.42835,0.40859,0.39141,0.381,0.38036,0.35752,0.36693,0.32,0.00238,9e-05,2e-05,2e-05,0.00011,0.00044,0.00317,0.00612,0.01329,0.15993,0.13014,0.14104,0.17092,0.18866,0.20597,0.21993,0.22472,0.22911,0.23584,0.24395,0.25154,0.25904,0.26732,0.27225,0.27865,0.28106,0.28566,0.28785,0.29065,0.29047,0.29209,0.28899,0.28466,0.28525,0.28447,0.2777,0.2768,0.26706,0.26865,0.26152,0.25167,0.2538,0.26157,0.02947,0.00975,0.004,0.00545,0.00221,0.00227,0.00435,0.00177,0.00313,0.00296,0.00291,0.00121,0.00104,0.00179,0.00154,0.00208,0.00568,0.07349,0.10895,0.12363,0.13854,0.16889,0.14131,0.1146,0.11565,0.14832,0.16173,0.17284,0.15319,0.16324,0.14972,0.15627,0.15598,0.15024,0.15132,0.1555,0.15778,0.15805,0.16262,0.16555,0.17002,0.16637,0.17169,0.17241,0.17613,0.18166,0.17752,0.18647,0.18993,0.18212,0.18061,0.18065,0.17017,0.16643,0.16794,0.16445,0.15398,0.15799,0.16686,0.14945,0.14975,0.12735,0.11875,0.13617,0.13977,0.13964,0.1165,0.0853,0.08692,0.0695,0.06123,0.06332,0.06571,0.07245,0.06888,0.04234,0.0486,0.06983,0.04947,0.0477,0.02135,0.02716,0.03204,0.00783,0.01521,0.00282,0.00301,2e-05
42182424,0.028702178,0.01784,0.02921,0.03334,0.02889,0.0356,0.03813,0.0426,0.03705,0.03658,0.04794,0.04738,0.05304,0.05452,0.06168,0.06052,0.06387,0.06888,0.07857,0.08379,0.08861,0.08965,0.09546,0.09801,0.10243,0.10231,0.10971,0.11389,0.11925,0.12534,0.12998,0.13336,0.13433,0.14151,0.14545,0.15103,0.16883,0.17845,0.20156,0.22507,0.23502,0.25522,0.27684,0.28385,0.30582,0.29407,0.30584,0.32816,0.3182,0.32943,0.33416,0.33793,0.34163,0.34275,0.35969,0.37443,0.36822,0.35885,0.41317,0.42008,0.38892,0.33329,0.32628,0.35476,0.27042,0.31746,0.30666,0.37201,0.37862,0.37615,0.38457,0.383,0.38683,0.39303,0.39969,0.40623,0.41489,0.41909,0.42002,0.42794,0.43539,0.44535,0.35065,0.37389,0.38157,0.33309,0.37916,0.3785,0.39686,0.40198,0.39197,0.39373,0.39721,0.40269,0.42216,0.44703,0.45519,0.43484,0.41718,0.40768,0.41331,0.4007,0.4282,0.36797,0.00175,2e-05,2e-05,0.00072,8e-05,0.00024,0.00121,0.00233,0.0078,0.21895,0.17385,0.1716,0.19899,0.2202,0.23798,0.2491,0.24923,0.25054,0.25766,0.26139,0.26558,0.27463,0.2807,0.28313,0.2855,0.28942,0.29395,0.29335,0.2972,0.29601,0.29807,0.29004,0.28557,0.2819,0.28083,0.27359,0.27417,0.26918,0.27179,0.27317,0.27356,0.27691,0.2987,0.01526,0.00494,0.00261,0.00224,0.00229,0.00307,0.00148,0.00182,2e-05,0.00159,0.00127,2e-05,0.00137,0.00441,0.00214,0.00494,0.00758,0.18878,0.14516,0.14861,0.17171,0.19811,0.14337,0.14983,0.14389,0.17473,0.18622,0.18718,0.1747,0.16991,0.15167,0.16614,0.16492,0.16014,0.15901,0.16121,0.16077,0.14974,0.15253,0.16013,0.15677,0.15782,0.16336,0.17398,0.16834,0.17104,0.16876,0.17998,0.17516,0.17566,0.17594,0.17157,0.17006,0.16524,0.16278,0.1482,0.14188,0.14759,0.14002,0.12634,0.13503,0.12035,0.11362,0.12065,0.12624,0.12061,0.10378,0.06925,0.07391,0.0603,0.05753,0.05751,0.05872,0.06714,0.039,0.02956,0.02238,0.03337,0.02374,0.02344,0.01651,0.02332,0.01599,0.01778,0.01328,0.00426,5e-05,2e-05
42182424,0.028702178,0.07224,0.06374,0.06062,0.04987,0.0527,0.06754,0.06154,0.05702,0.0513,0.05574,0.05914,0.05864,0.05934,0.0677,0.06694,0.0669,0.0737,0.08551,0.09071,0.0943,0.09728,0.09667,0.10105,0.10483,0.10452,0.10896,0.11307,0.11615,0.12198,0.12224,0.12479,0.12456,0.12735,0.13236,0.14331,0.1543,0.17455,0.19899,0.22544,0.24179,0.26439,0.29009,0.27889,0.3098,0.30094,0.29986,0.31328,0.3106,0.31759,0.33217,0.33378,0.33109,0.3341,0.34858,0.35686,0.34965,0.34137,0.37369,0.37758,0.36281,0.34395,0.3416,0.35627,0.27974,0.29932,0.30428,0.34781,0.35599,0.35384,0.35331,0.35779,0.36551,0.37197,0.37353,0.37296,0.38242,0.392,0.39107,0.39936,0.40812,0.40072,0.33506,0.34624,0.34253,0.34394,0.37247,0.37363,0.38338,0.3929,0.39577,0.39164,0.39156,0.39661,0.41845,0.44787,0.45704,0.4286,0.41091,0.39962,0.39536,0.38585,0.38669,0.39321,0.01053,0.00835,0.00822,0.00838,0.00862,0.00934,0.01222,0.01367,0.02083,0.23603,0.21453,0.1893,0.23601,0.24778,0.26235,0.27384,0.28624,0.28458,0.28396,0.29216,0.3012,0.30848,0.31411,0.32163,0.32154,0.3248,0.32782,0.32857,0.33181,0.33356,0.33254,0.32728,0.32622,0.32349,0.32038,0.32027,0.31466,0.30715,0.30752,0.30353,0.28603,0.2959,0.29928,0.03015,0.01593,0.01364,0.01268,0.01105,0.01082,0.01176,0.01094,0.00916,0.00771,0.0092,0.01042,0.00977,0.00894,0.00983,0.01056,0.01198,0.18688,0.16341,0.17298,0.18482,0.21456,0.18036,0.18727,0.16677,0.20101,0.2083,0.21817,0.20002,0.21553,0.19731,0.19226,0.18962,0.18241,0.18259,0.18141,0.17951,0.1821,0.1837,0.19095,0.18907,0.18727,0.19458,0.1967,0.19692,0.20418,0.20249,0.21129,0.2164,0.20806,0.20462,0.2014,0.19855,0.19155,0.18302,0.18097,0.17646,0.17424,0.17385,0.17031,0.16544,0.15102,0.13402,0.14833,0.15309,0.14643,0.1373,0.09436,0.09192,0.07858,0.07031,0.06827,0.07553,0.07575,0.06606,0.04872,0.04999,0.06508,0.04814,0.04608,0.02084,0.03482,0.03174,0.01616,0.01607,0.00758,0.0016,0.00591
42182510,0.0940392,0.05086,0.0403,0.04457,0.04147,0.04233,0.03426,0.03508,0.0343,0.0253,0.03119,0.03317,0.03937,0.03551,0.04208,0.0439,0.054,0.05498,0.06607,0.07172,0.07376,0.07332,0.07153,0.07016,0.06909,0.06352,0.06853,0.0677,0.06662,0.06796,0.07057,0.07086,0.06741,0.0679,0.07039,0.07169,0.08721,0.10912,0.15119,0.1946,0.22156,0.2589,0.28731,0.28875,0.3126,0.29871,0.30439,0.32522,0.31554,0.32168,0.32216,0.32338,0.32778,0.32917,0.34208,0.35879,0.35233,0.33794,0.39327,0.3895,0.35665,0.28995,0.27936,0.31099,0.28478,0.2809,0.27936,0.33216,0.34321,0.34789,0.34726,0.35137,0.35521,0.36019,0.36512,0.37201,0.38177,0.38067,0.37855,0.38607,0.39132,0.38917,0.32836,0.35148,0.34025,0.27202,0.32511,0.33588,0.35677,0.36654,0.36097,0.36405,0.36483,0.36704,0.38462,0.40737,0.40804,0.38894,0.37122,0.36004,0.35917,0.34524,0.37061,0.35492,0.0011,0.00024,0.00078,2e-05,0.00017,0.00046,0.00136,0.00127,0.00441,0.19837,0.14929,0.12595,0.16965,0.19118,0.21054,0.22354,0.22876,0.23346,0.24021,0.24842,0.25602,0.26381,0.26984,0.27239,0.28042,0.28324,0.28325,0.28695,0.29149,0.28759,0.28907,0.28623,0.28148,0.27848,0.27651,0.27825,0.27364,0.26542,0.26636,0.26516,0.25638,0.26624,0.28418,0.01308,0.00568,0.00305,0.00739,0.00441,0.00166,0.00232,0.00262,0.00157,0.00032,0.00169,0.0011,3e-05,0.00154,0.00255,0.00037,0.00182,0.09755,0.11499,0.13365,0.13419,0.17182,0.17104,0.11009,0.1017,0.15422,0.16759,0.16818,0.14246,0.18123,0.1622,0.17433,0.17261,0.16971,0.16617,0.16576,0.15879,0.16803,0.16826,0.17812,0.18378,0.17534,0.17467,0.1798,0.17569,0.17884,0.16838,0.17363,0.18547,0.18262,0.18212,0.18,0.17374,0.1684,0.16332,0.16339,0.15923,0.15483,0.1543,0.15964,0.13901,0.12233,0.10597,0.12654,0.13086,0.0929,0.11557,0.07555,0.07042,0.05588,0.05365,0.05383,0.04147,0.0448,0.04663,0.02986,0.02394,0.03885,0.03224,0.0316,0.01444,0.00201,0.00731,0.00156,,,,
